family,species_number,species_name,english_name,subspecies,m_mass,m_mass_n,f_mass,f_mass_n,unsexed_mass,unsexed_mass_n,m_wing,m_wing_n,f_wing,f_wing_n,unsexed_wing,unsexed_wing_n,m_tarsus,m_tarsus_n,f_tarsus,f_tarsus_n,unsexed_tarsus,unsexed_tarsus_n,m_bill,m_bill_n,f_bill,f_bill_n,unsexed_bill,unsexed_bill_n,m_tail,m_tail_n,f_tail,f_tail_n,unsexed_tail,unsexed_tail_n,clutch_size,egg_mass,mating_system,display,resource,refs
105,4366,Myiarchus tyrannulus,Brown-crested Flycatcher,magister,44.5,11,43.0,8,38.0,11,108.0,63,101.0,48.0,,,,,,,,,,,,,23.8,11,92.0,100,87.0,50,,,4.5,4.15,2,,,"1, 7, 31"
105,4367,Myiarchus nugator,Grenada Flycatcher,,,,,,43.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
105,4370,Myiarchus sagrae,La Sagra's Flycatcher,,,,,,18.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
105,4372,Myiarchus antillarum,Puerto Rican Flycatcher,,,,,,23.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
105,4380,Tyrannus melancholicus,Tropical Kingbird,,36.5,20,38.6,15,,,113.5,14,111.3,18.0,,,18.8,14,19.1,18,,,18.6,14,18.4,18.0,,,94.3,14,93.7,18,,,3.0,4.41,2,,,"1, 7, 31"
105,4381,Tyrannus couchii,Couch's Kingbird,,,,,,39.0,32,126.7,,119.4,,,,19.3,,19.3,,,,22.4,,21.9,,,,104.4,,94.7,,,,3.0,,,,,7
105,4382,Tyrannus vociferans,Cassin's Kingbird,,45.0,8,41.4,8,,,129.7,19,121.4,14.0,,,21.5,19,21.4,14,,,19.7,19,18.3,14.0,,,129.7,19,121.4,14,,,4.07,3.73,2,,,"1, 7, 31"
105,4383,Tyrannus crassirostris,Thick-billed Kingbird,,56.4,8,54.9,4,,,134.0,6,130.0,7.0,,,20.2,6,19.7,7,,,26.7,6,24.8,7.0,,,101.4,6,97.6,7,,,4.25,4.08,2,,,"1, 7, 31"
105,4384,Tyrannus verticalis,Western Kingbird,,38.5,9,37.3,9,,,127.9,19,118.9,11.0,,,20.3,18,20.8,11,,,17.8,20,17.3,11.0,,,,,,,,,3.85,3.88,,,,"7, 31"
105,4385,Tyrannus forficatus,Scissor-tailed Flycatcher,,39.2,51,39.4,55,,,124.4,51,114.3,57.0,,,20.13,51,19.98,57,,,13.8,30,13.28,34.0,,,216.8,51,146.7,56,,,4.58,3.43,2,,,"1, 7, 31"
105,4386,Tyrannus savana,Fork-tailed Flycatcher,,32.0,,27.3,,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
105,4387,Tyrannus tyrannus,Eastern Kingbird,,42.8,24,41.6,32,,,117.8,25,110.9,33.0,,,19.1,25,19.1,32,,,,,,,,,87.8,25,83.0,33,,,3.36,4.18,2,,,"1, 7, 31"
105,4388,Tyrannus dominicensis,Grey Kingbird,,,,,,43.8,25,117.3,182,113.3,160.0,,,18.3,188,18.7,169,,,28.6,185,28.6,168.0,,,95.5,174,90.3,156,,,3.03,4.45,2,,,"1, 7, 31"
105,4389,Tyrannus caudifasciatus,Loggerhead Kingbird,,,,,,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
105,4402,Myiodynastes maculatus,Streaked Flycatcher,,43.0,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
105,4403,Myiodynastes luteiventris,Sulphur-bellied Flycatcher,,46.7,22,47.5,8,,,114.8,20,108.5,15.0,,,19.8,20,19.4,15,,,24.0,20,23.8,15.0,,,81.2,20,77.7,15,,,3.42,,,,,7
105,4408,Legatus leucophaius,Piratic Flycatcher,,23.0,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
105,4410,Pitangus sulphuratus,Great Kiskadee,,,,,,74.0,17,123.5,,119.9,,,,27.9,,27.2,,,,28.7,,28.7,,,,95.2,,93.7,,,,3.5,6.85,,,,"7, 31"
105,4475,Cotinga amabilis,Lovely Cotinga,,74.0,,69.8,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1
105,4502,Rupicola peruviana,Andean Cock-of-the-rock,,283.0,,225.0,,283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1
105,4506,Pipra filicauda,Wire-tailed Manakin,,13.8,,14.0,,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,5,,,"1, 31"
105,4507,Pipra mentalis,Red-capped Manakin,,17.5,,17.6,,15.0,,56.7,,57.8,,,,,,,,,,,,,,,,,,,,,,,1.5,5,,,"1, 6, 31"
105,4508,Pipra erythrocephala,Golden-headed Manakin,,12.8,,14.1,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1
105,4513,Pipra coronata,Blue-crowned Manakin,,8.1,,8.5,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1
105,4522,Chiroxiphia linearis,Long-tailed Manakin,,18.9,,19.2,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1
105,4524,Chiroxiphia pareola,Blue-backed Manakin,,16.3,,17.4,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1
105,4526,Chiroxiphia caudata,Swallow-tailed Manakin,,,,,,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1
105,4532,Manacus candei,White-collared Manakin,,18.2,,,,,,53.3,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,"6, 31"
105,4535,Manacus manacus,White-bearded Manakin,,18.5,,16.8,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,5,,,"1, 31"
106,4586,Thamnophilus punctatus,Slaty Antshrike,,22.5,,20.4,,22.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
106,4678,Cercomacra tyrannina,Dusky Antbird,,17.5,,16.6,,17.75,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,2,,,"1, 31"
106,4729,Gymnopithys leucaspis,White-cheeked Antbird,,25.9,,25.5,,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
107,4808,Schoeniophylax phryganophila,Chotoy Spinetail,,18.9,,19.4,,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
107,4916,Margarornis squamiger,Pearled Treerunner,,18.1,,18.2,,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
107,4979,Dendrocincla fuliginosa,Plain-brown Woodcreeper,,46.6,,38.6,,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
108,5027,Formicarius analis,Black-faced Antthrush,,62.4,,61.1,,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
108,5029,Formicarius nigricapillus,Black-headed Antthrush,,77.0,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
108,5067,Grallaria quitensis,Tawny Antpitta,,66.4,,64.6,,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
108,5069,Hylopezus perspicillatus,Spectacled Antpitta,,42.0,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
111,5124,Cormobates leucophaeus,White-throated Treecreeper,leucophaeus,22.4,36,22.8,27,,,89.7,30,88.3,19.0,,,22.5,29,21.7,19,,,19.6,29,18.9,18.0,,,65.6,30,64.4,20,,,2.5,,2,1,2,"1, 21"
111,5125,Climacteris affinis,White-browed Treecreeper,superciliosa,21.9,13,21.4,11,,,88.4,30,87.4,25.0,,,20.4,17,20.2,12,,,16.9,16,16.5,13.0,,,57.0,17,56.3,14,,,2.0,2.86,2,,2,"1, 21, 31"
111,5126,Climacteris erythrops,Red-browed Treecreeper,,23.6,19,22.7,12,,,85.3,26,83.9,21.0,,,22.4,25,22.0,20,,,19.7,26,19.0,19.0,,,69.5,4,70.5,2,,,2.0,,2,1,,21
111,5127,Climacteris picumnus,Brown Treecreeper,picumnus,35.3,61,34.5,50,,,92.7,20,90.5,18.0,,,23.5,20,23.0,18,,,17.9,22,17.8,17.0,,,68.1,31,66.8,23,,,3.0,4.05,2,,,"1, 21, 31"
111,5128,Climacteris melanura,Black-tailed Treecreeper,melanura,33.5,38,30.3,26,,,96.9,37,93.6,25.0,,,24.6,23,23.4,22,,,19.1,23,17.9,22.0,,,70.4,37,66.9,25,,,2.0,4.35,2,,1,"1, 21, 31"
111,5129,Climacteris rufa,Rufous Treecreeper,,34.6,123,30.8,99,,,88.8,123,85.8,99.0,,,24.8,22,23.8,21,,,19.1,21,18.5,19.0,,,68.8,123,66.5,99,,,2.0,4.18,2,1,,"1, 21, 31"
112,5130,Menura alberti,Albert's Lyrebird,,927.8,6,,,,,275.5,17,259.2,9.0,,,110.7,16,102.9,9,,,40.8,16,40.7,7.0,,,540.1,14,392.0,2,,,1.0,,,1,0,21
112,5131,Menura novaehollandiae,Superb Lyrebird,victoriae,1099.7,10,860.2,5,,,290.5,14,260.0,10.0,,,110.4,14,101.4,10,,,41.4,13,39.5,10.0,,,696.9,9,367.5,2,,,1.0,61.5,5,2,1,"1, 21"
112,5132,Atrichornis rufescens,Rufous Scrub-bird,,,,,,,,64.5,11,59.8,5.0,,,21.9,12,20.6,5,,,16.5,11,15.7,5.0,,,70.7,11,64.8,5,,,2.0,,,1,1,21
112,5133,Atrichornis clamosus,Noisy Scrub-bird,,51.8,36,34.3,28,,,75.8,36,65.7,28.0,,,26.6,36,23.1,28,,,18.0,36,16.4,28.0,,,103.7,7,86.0,2,,,1.0,,,1,1,21
113,5134,Ailuroedus buccoides,White-eared Catbird,,,,,,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,2,,,"1, 31"
113,5136,Ailuroedus crassirostris,Green Catbird,,,,,,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6,2,,,"1, 31"
113,5141,Amblyornis macgregoriae,Macgregor's Bowerbird,,,,,,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,5,,,"1, 31"
113,5147,Sericulus chrysocephalus,Regent Bowerbird,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,5,,,"1, 31"
113,5148,Ptilonorhynchus violaceus,Satin Bowerbird,,,,,,173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,5,,,"1, 31"
113,5150,Chlamydera maculata,Spotted Bowerbird,,,,,,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,5,,,"1, 31"
113,5151,Chlamydera nuchalis,Great Bowerbird,,,,,,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1,5,,,"1, 31"
113,5153,Chlamydera cerviniventris,Fawn-breasted Bowerbird,,,,,,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1,5,,,"1, 31"
114,5158,Malurus alboscapulatus,White-shouldered Fairywren,,7.6,,7.8,,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
114,5159,Malurus melanocephalus,Red-backed Fairywren,melanocephalus,7.9,21,7.9,29,,,44.0,23,43.0,20.0,,,19.3,23,19.4,20,,,11.2,23,11.6,18.0,,,49.4,21,55.2,4,,,3.5,1.14,2,3,2,"1, 21, 31"
114,5160,Malurus leucopterus,White-winged Fairywren,leuconotus,7.6,36,7.2,26,,,46.0,62,44.8,20.0,,,19.4,62,19.1,20,,,10.7,60,10.7,20.0,,,58.3,19,59.1,7,,,3.5,1.09,2,3,1,"1, 21, 31"
114,5161,Malurus cyaneus,Superb Fairywren,cyanochlamus,9.9,214,9.3,229,,,50.7,59,49.7,26.0,,,22.4,62,21.7,26,,,11.4,60,11.5,25.0,,,64.9,20,67.3,23,,,3.5,1.41,2,3,2,"1, 21, 31"
114,5162,Malurus splendens,Splendid Fairywren,splendens,10.6,43,9.6,43,,,52.0,26,50.2,20.0,,,22.9,26,22.5,11,,,11.7,21,11.7,10.0,,,62.2,24,62.6,19,,,3.0,1.44,2,3,2,"1, 21, 31"
114,5163,Malurus splendens melanotus,Blue-backed Fairywren,,9.0,,8.7,,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,2,,,"1, 31"
114,5163,Malurus lamberti,Variegated Fairywren,lamberti,8.2,49,8.1,47,,,47.2,64,46.3,30.0,,,21.1,62,20.6,24,,,11.9,58,11.6,24.0,,,78.5,10,75.1,9,,,3.5,1.3,2,1,2,"1, 21, 31"
114,5164,Malurus lamberti assimilis,Purple-backed Fairywren,,7.8,,7.3,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,2,,,"1, 31"
114,5164,Malurus amabilis,Lovely Fairywren,,9.1,12,8.2,6,,,50.4,29,49.0,20.0,,,21.6,27,21.5,20,,,13.1,27,13.1,19.0,,,57.1,24,58.8,18,,,3.0,,2,,2,"1, 21"
114,5165,Malurus elegans,Red-winged Fairywren,,9.9,468,9.3,323,,,52.8,57,50.6,57.0,,,23.9,18,23.8,5,,,12.8,16,13.0,5.0,,,78.8,28,73.5,6,,,2.5,1.11,2,1,2,"1, 21, 31"
114,5166,Malurus pulcherrimus,Blue-breasted Fairywren,,9.4,29,9.0,18,,,50.4,39,48.5,13.0,,,22.4,39,22.3,12,,,12.2,35,11.9,12.0,,,74.3,30,71.6,8,,,3.0,1.25,2,,2,"1, 21, 31"
114,5167,Malurus coronatus,Purple-crowned Fairywren,coronatus,11.4,41,10.8,38,,,56.1,41,53.6,38.0,,,24.9,14,23.9,9,,,14.2,4,14.5,4.0,,,78.7,41,75.0,38,,,2.5,1.46,2,1,2,"1, 21, 31"
114,5169,Stipiturus ruficeps,Rufous-crowned Emuwren,,5.1,20,4.8,9,,,39.2,44,38.0,19.0,,,14.8,20,14.5,11,,,10.2,18,9.8,9.0,,,74.7,32,68.5,15,,,2.5,1.14,,1,2,"21, 31"
114,5170,Stipiturus malachurus,Southern Emuwren,malachurus,7.7,15,7.8,7,,,43.0,19,41.7,19.0,,,19.1,19,19.1,19,,,10.9,19,11.4,18.0,,,113.3,57,107.6,31,,,3.0,1.23,,1,2,"21, 31"
114,5171,Stipiturus mallee,Mallee Emuwren,,5.5,1,,,,,40.1,17,39.4,7.0,,,15.2,16,14.8,7,,,11.2,16,10.7,7.0,,,85.1,16,79.3,6,,,3.0,,,1,1,21
114,5172,Amytornis barbatus,Grey Grasswren,barbatus,18.8,58,18.0,69,,,60.2,60,58.5,72.0,,,24.0,6,22.73,3,,,13.4,6,11.9,3.0,,,108.5,5,99.3,3,,,2.5,2.39,,2,1,21
114,5173,Amytornis woodwardi,White-throated Grasswren,,36.9,6,33.2,10,,,76.7,5,73.8,6.0,,,29.1,6,28.0,6,,,19.0,5,17.9,6.0,,,108.2,5,100.8,6,,,2.0,2.99,,1,1,"21, 31"
114,5174,Amytornis dorotheae,Carpentarian Grasswren,,24.3,3,22.2,4,,,63.7,6,63.0,4.0,,,24.1,6,23.8,4,,,16.5,6,15.8,4.0,,,88.8,4,82.0,4,,,2.5,2.51,,1,,"21, 31"
114,5175,Amytornis striatus,Striated Grasswren,striatus,20.6,6,18.9,3,,,64.2,26,61.6,11.0,,,24.6,26,23.4,10,,,13.8,25,13.9,11.0,,,89.2,25,86.2,10,,,2.5,2.77,2,2,1,"1, 21, 31"
114,5176,Amytornis goyderi,Eyrean Grasswren,,17.0,10,16.4,7,,,59.5,17,57.7,9.0,,,23.6,16,22.6,9,,,12.8,15,12.0,9.0,,,82.9,16,77.5,8,,,2.5,,,1,1,21
114,5177,Amytornis textilis,Thick-billed Grasswren,textilis,24.0,32,22.1,35,,,66.8,11,64.5,6.0,,,25.1,11,25.9,6,,,14.9,11,14.6,6.0,,,,,,,,,2.0,2.79,,1,2,"21, 31"
114,5178,Amytornis purnelli,Dusky Grasswren,,22.0,13,20.0,11,,,63.5,30,61.6,23.0,,,24.9,25,24.2,20,,,15.6,27,15.4,20.0,,,80.6,26,78.2,21,,,2.5,,2,1,1,"1, 21"
114,5179,Amytornis housei,Black Grasswren,,30.2,8,27.7,9,,,74.6,5,72.0,5.0,,,26.7,5,24.3,5,,,17.7,5,17.8,5.0,,,,,,,,,2.0,,,1,1,21
115,5183,Myzomela obscura,Dusky Myzomela,harterti,13.8,24,10.7,7,,,69.1,34,62.9,15.0,,,18.2,34,17.3,14,,,20.2,33,19.3,14.0,,,,,,,,,2.0,1.38,2,,,"1, 21, 31"
115,5190,Myzomela erythrocephala,Red-headed Myzomela,erythrocephala,8.0,39,7.6,58,,,58.2,44,54.6,16.0,,,15.7,43,15.3,17,,,16.8,43,15.7,16.0,,,,,,,,,2.0,1.18,2,1,1,"1, 21, 31"
115,5194,Myzomela sanguinolenta,Scarlet Myzomela,sanguinolenta,7.9,17,7.7,5,,,58.3,29,54.5,23.0,,,14.3,28,14.2,21,,,14.5,28,14.4,22.0,,,,,,,,,2.0,1.15,2,3,1,"1, 21, 31"
115,5209,Myzomela rosenbergii,Red-collared Myzomela,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
115,5210,Certhionyx pectoralis,Banded Honeyeater,,10.3,10,9.8,5,,,66.6,28,62.5,13.0,,,15.4,27,15.2,13,,,16.6,23,15.8,12.0,,,44.2,28,41.3,13,,,2.0,1.13,2,1,1,"21, 31"
115,5211,Certhionyx niger,Black Honeyeater,,10.0,7,9.8,7,,,67.8,19,63.9,14.0,,,15.7,18,15.1,9,,,18.2,15,17.6,8.0,,,67.8,19,63.9,14,,,1.96,1.11,2,4,1,"21, 31"
115,5212,Certhionyx variegatus,Pied Honeyeater,,27.5,11,25.1,7,,,86.5,27,83.1,15.0,,,21.1,14,20.8,6,,,21.2,11,20.9,6.0,,,67.8,27,67.6,14,,,2.6,3.09,2,4,1,"1, 21, 31"
115,5213,Timeliopsis fulvigula,Olive Straightbill,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
115,5215,Melilestes megarhynchus,Long-billed Honeyeater,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,2,,,"1, 31"
115,5217,Glycichaera fallax,Green-backed Honeyeater,claudi,9.8,4,9.0,4,,,63.0,5,59.0,3.0,,,18.6,5,17.9,3,,,15.8,5,15.37,3.0,,,46.4,5,45.3,3,,,,,2,,1,"1, 21"
115,5221,Lichmera indistincta,Brown Honeyeater,indistincta,10.9,25,9.0,9,,,67.7,83,62.4,24.0,,,17.6,38,16.5,6,,,18.8,34,17.8,6.0,,,55.1,16,50.7,10,,,1.96,,,4,1,21
115,5229,Trichodere cockerelli,White-streaked Honeyeater,,16.9,7,12.7,3,,,77.0,26,66.2,5.0,,,18.9,27,17.3,5,,,22.6,27,19.2,4.0,,,64.2,27,55.4,5,,,2.0,,2,4,2,"1, 21"
115,5230,Meliphaga montana,Forest Honeyeater,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
115,5235,Meliphaga analoga,Mimic Honeyeater,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47,2,,,"1, 31"
115,5237,Meliphaga gracilis,Graceful Honeyeater,gracilis,15.1,11,14.1,4,,,74.3,28,68.6,10.0,,,19.5,21,19.5,6,,,21.4,28,20.6,10.0,,,65.2,5,58.4,5,,,2.0,2.13,2,,,"1, 21, 31"
115,5238,Meliphaga notata,Yellow-spotted Honeyeater,notata,26.9,14,23.4,14,,,86.5,17,79.3,10.0,,,24.1,16,23.1,7,,,23.5,17,21.8,9.0,,,70.9,12,68.8,13,,,2.04,3.18,2,,,"1, 21, 31"
115,5240,Meliphaga lewinii,Lewin's Honeyeater,lewinii,40.2,26,33.9,19,,,102.1,32,94.0,22.0,,,25.5,31,24.3,22,,,23.7,31,21.9,21.0,,,92.0,32,86.7,22,,,2.15,4.22,2,,1,"1, 21, 31"
115,5241,Meliphaga albilineata,White-lined Honeyeater,albilineata,25.4,15,22.1,6,,,89.4,11,83.2,6.0,,,21.9,11,20.3,6,,,23.0,11,21.5,5.0,,,,,,,,,2.0,,,,1,21
115,5247,Lichenostomus frenatus,Bridled Honeyeater,,36.9,7,30.4,9,,,105.8,21,98.9,15.0,,,24.8,21,24.5,15,,,27.0,20,25.5,14.0,,,,,,,,,2.0,,,3,0,21
115,5248,Lichenostomus hindwoodi,Eungella Honeyeater,,24.5,7,21.4,11,,,91.7,7,83.7,10.0,,,21.6,7,21.0,10,,,22.8,7,20.8,10.0,,,,,,,,,2.0,,,,0,21
115,5249,Lichenostomus chrysops,Yellow-faced Honeyeater,chrysops,17.6,30,16.6,10,,,80.3,35,75.4,16.0,,,19.0,35,18.8,16,,,16.8,35,16.2,16.0,,,73.5,61,69.6,61,,,2.35,2.38,2,,1,"1, 21"
115,5250,Lichenostomus versicolor,Varied Honeyeater,,35.5,1,32.8,2,,,103.5,12,97.9,8.0,,,27.0,10,25.0,6,,,25.3,10,24.3,6.0,,,91.2,12,86.7,8,,,2.0,,,,,21
115,5251,Lichenostomus fasciogularis,Mangrove Honeyeater,,28.5,10,25.2,8,,,92.2,24,87.2,12.0,,,24.4,17,24.4,8,,,21.6,17,21.4,9.0,,,84.6,24,82.7,12,,,2.0,,,,,21
115,5252,Lichenostomus virescens,Singing Honeyeater,sonorus,28.2,11,24.9,12,,,93.5,15,87.0,17.0,,,24.8,15,23.8,17,,,20.7,15,19.8,17.0,,,88.1,40,83.6,22,,,2.29,,2,4,1,"1, 21"
115,5253,Lichenostomus flavus,Yellow Honeyeater,,23.4,22,21.4,15,,,86.7,31,80.4,17.0,,,21.9,31,21.0,17,,,20.6,27,19.8,16.0,,,,,,,,,1.82,2.995,2,,1,"1, 21"
115,5254,Lichenostomus unicolor,White-gaped Honeyeater,,32.4,26,29.1,18,,,98.8,17,91.2,26.0,,,24.7,17,23.8,26,,,24.5,17,23.1,25.0,,,86.6,17,78.8,25,,,2.0,,2,1,1,21
115,5255,Lichenostomus leucotis,White-eared Honeyeater,leucotis,26.2,30,19.9,10,,,95.2,20,84.4,24.0,,,20.9,20,20.0,24,,,18.8,18,17.2,21.0,,,95.2,20,84.4,24,,,2.09,,2,1,2,"1, 21"
115,5256,Lichenostomus flavicollis,Yellow-throated Honeyeater,,33.1,22,27.6,11,,,103.3,23,97.9,20.0,,,24.8,24,23.9,20,,,20.6,23,19.5,20.0,,,102.2,24,96.0,20,,,2.4,,4,4,1,"1, 21"
115,5257,Lichenostomus melanops,Yellow-tufted Honeyeater,cassidix,34.1,62,30.6,50,,,98.0,21,93.0,15.0,,,28.9,36,28.1,34,,,21.0,17,20.1,13.0,,,89.9,23,85.2,11,,,2.0,,2,,2,"1, 21"
115,5258,Lichenostomus cratitius,Purple-gaped Honeyeater,occidentalis,21.9,20,18.9,17,,,83.4,25,78.6,25.0,,,20.8,25,19.9,25,,,19.0,24,17.8,24.0,,,,,,,,,2.0,,2,,1,"1, 21"
115,5259,Lichenostomus keartlandi,Grey-headed Honeyeater,,15.7,14,14.8,9,,,76.8,34,72.8,30.0,,,18.5,34,18.1,31,,,16.8,34,16.2,30.0,,,,,,,,,2.0,,,,0,21
115,5260,Lichenostomus flavescens,Yellow-tinted Honeyeater,,12.9,43,12.0,20,,,73.2,45,68.3,26.0,,,16.5,45,15.9,25,,,15.8,45,14.9,25.0,,,,,,,,,1.6,,2,4,0,"1, 21"
115,5261,Lichenostomus fuscus,Fuscous Honeyeater,fuscus,19.3,29,16.2,59,,,82.6,52,78.4,33.0,,,18.1,50,17.7,33,,,15.6,51,15.4,31.0,,,,,,,,,2.4,,2,3,1,"1, 21"
115,5262,Lichenostomus plumulus,Grey-fronted Honeyeater,planasi,15.8,18,14.5,8,,,77.0,26,74.1,14.0,,,18.4,26,17.4,14,,,16.4,26,15.8,13.0,,,,,,,,,2.0,,,3,,21
115,5263,Lichenostomus ornatus,Yellow-plumed Honeyeater,,18.4,29,16.9,21,,,83.6,40,79.8,24.0,,,18.6,38,18.4,23,,,15.8,39,15.1,23.0,,,75.2,31,71.8,27,,,2.09,,2,4,1,"1, 21"
115,5264,Lichenostomus penicillatus,White-plumed Honeyeater,penicillatus,20.6,67,18.2,93,,,84.1,35,79.6,32.0,,,19.5,34,19.3,31,,,16.5,34,15.8,31.0,,,,,,,,,2.31,2.45,2,4,1,"1, 21"
115,5265,Xanthotis flaviventer,Tawny-breasted Honeyeater,,39.0,8,32.4,5,,,98.9,23,94.0,13.0,,,26.6,22,25.1,12,,,28.6,22,27.1,13.0,,,78.1,23,75.5,13,,,2.0,,2,2,0,"1, 21"
115,5266,Xanthotis polygramma,Spotted Honeyeater,,,,,,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
115,5267,Xanthotis macleayana,Macleay Honeyeater,,33.1,6,28.0,4,,,89.9,24,86.2,12.0,,,26.2,24,25.1,12,,,27.2,21,25.9,11.0,,,74.8,24,71.9,12,,,2.0,,2,,0,"1, 21"
115,5271,Melithreptus lunatus,White-naped Honeyeater,lunatus,14.0,23,13.4,5,,,78.1,19,73.8,12.0,,,18.2,19,17.5,12,,,15.1,19,14.1,11.0,,,61.9,19,57.8,12,,,2.67,1.9,2,,0,"1, 21, 31"
115,5272,Melithreptus affinis,Black-headed Honeyeater,,15.7,9,15.1,11,,,78.7,21,76.1,17.0,,,19.2,18,19.1,16,,,14.3,19,13.8,15.0,,,62.2,21,60.1,17,,,3.0,2.07,2,,0,"21, 31"
115,5273,Melithreptus albogularis,White-throated Honeyeater,albogularis,11.6,14,10.5,9,,,72.4,22,66.8,20.0,,,16.2,6,15.6,11,,,15.1,15,13.6,14.0,,,53.3,13,49.2,17,,,2.0,1.77,2,,1,"1, 21, 31"
115,5275,Melithreptus gularis,Black-chinned Honeyeater,laetior,18.2,11,18.9,11,,,84.6,21,84.0,22.0,,,20.0,9,20.4,10,,,17.2,8,16.6,10.0,,,67.5,20,67.3,14,,,2.5,2.59,,3,2,"21, 31"
115,5276,Melithreptus validirostris,Strong-billed Honeyeater,,26.4,27,23.3,24,,,85.1,16,80.9,11.0,,,21.7,14,20.7,11,,,21.1,14,19.6,11.0,,,68.6,16,65.9,11,,,3.0,3.01,2,,0,"21, 31"
115,5277,Melithreptus brevirostris,Brown-headed Honeyeater,leucogenys,12.5,16,13.3,11,,,69.1,23,67.4,27.0,,,16.6,8,17.2,8,,,14.0,13,13.8,16.0,,,57.4,9,58.0,2,,,3.0,1.51,2,,0,"1, 21, 31"
115,5278,Notiomystis cincta,Stitchbird,,40.2,5,30.3,7,,,103.0,18,93.2,9.0,,,28.2,15,28.0,6,,,21.5,20,20.4,9.0,,,78.2,6,68.5,7,,,4.0,3.1,2,3,1,21
115,5280,Pycnopygius cinereus,Marbled Honeyeater,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95,2,,,"1, 31"
115,5283,Philemon meyeri,Meyer's Friarbird,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.55,2,,,"1, 31"
115,5287,Philemon citreogularis,Little Friarbird,sordidus,62.6,19,58.6,18,,,132.4,24,128.5,13.0,,,27.4,24,26.0,13,,,32.5,24,31.6,13.0,,,109.0,20,105.4,11,,,2.42,5.22,2,1,0,"1, 21, 31"
115,5291,Philemon buceroides,Helmeted Friarbird,gordoni,101.2,13,90.7,10,,,141.7,12,134.6,8.0,,,35.1,12,32.9,8,,,41.1,12,38.2,8.0,,,127.5,20,124.5,13,,,3.69,10.92,2,3,1,"1, 21, 31"
115,5296,Philemon argenticeps,Silver-crowned Friarbird,argenticeps,85.4,20,75.6,17,,,139.8,22,133.1,13.0,,,29.3,22,29.2,12,,,37.5,22,35.8,13.0,,,114.8,22,108.5,13,,,2.0,6.91,2,1,0,"1, 21, 31"
