family,species_number,species_name,english_name,subspecies,m_mass,m_mass_n,f_mass,f_mass_n,unsexed_mass,unsexed_mass_n,m_wing,m_wing_n,f_wing,f_wing_n,unsexed_wing,unsexed_wing_n,m_tarsus,m_tarsus_n,f_tarsus,f_tarsus_n,unsexed_tarsus,unsexed_tarsus_n,m_bill,m_bill_n,f_bill,f_bill_n,unsexed_bill,unsexed_bill_n,m_tail,m_tail_n,f_tail,f_tail_n,unsexed_tail,unsexed_tail_n,clutch_size,egg_mass,mating_system,display,resource,refs
14,375,Anser anser,Greylag Goose,,3692.0,,3237.0,,3460.0,,,,,,,,,,,,,,,,,,,,139.0,14,129.0,10,,,,160.0,2,,,"1, 23, 31"
14,376,Anser indicus,Bar-headed Goose,,2505.0,,2230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,,,,"2, 31"
14,377,Anser caerulescens,Snow Goose,,2744.0,,2517.0,,2632.0,,423.9,,415.7,,,,,,,,,,,,,,,,,,,,,,,127.0,2,,,"1, 6, 31"
14,378,Anser rossii,Ross's Goose,,1679.0,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,,,"2, 31"
14,379,Anser canagica,Emperor Goose,,2812.0,,2766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,"2, 31"
14,380,Branta sandvicensis,Nene,,2010.0,,1930.0,,2155.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.13,131.0,2,,,"1, 31"
14,381,Branta canadensis,Canada Goose,,3814.0,,3314.0,,3857.0,,506.0,,481.0,,,,,,,,,,,,,,,,150.0,2,148.0,3,,,5.0,163.0,2,,0,"1, 6, 17, 31"
14,382,Branta leucopsis,Barnacle Goose,,1788.0,,1586.0,,1788.0,,410.0,,392.0,,,,,,,,,,,,,,,,126.0,22,119.0,18,,,,107.0,2,,,"1, 6, 23, 31"
14,383,Branta bernicla,Brent Goose,,1370.0,,1230.0,,1472.5,,340.0,,324.0,,,,,,,,,,,,,,,,94.6,17,90.8,14,,,4.0,91.0,2,,1,"1, 6, 7, 11, 31"
14,384,Branta ruficollis,Red-breasted Goose,,1375.0,,1094.0,,,,,,,,,,,,,,,,,,,,,,109.0,8,102.0,8,,,,90.0,,,,"2, 11, 31"
14,385,Cereopsis novaehollandiae,Cape Barren Goose,,5290.0,,3770.0,,,,470.0,14,,,,,111.2,,106.1,,,,50.5,14,,,,,169.0,,155.0,,,,4.24,137.0,2,1,1,"2, 17, 31"
14,386,Cyanochen cyanopterus,Blue-winged Goose,,2180.0,,1420.0,,,,,,,,,,,,,,,,,,,,,,162.0,,138.5,,,,,,,,,"2, 23"
14,387,Chloephaga melanoptera,Andean Goose,,2730.0,,3640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,,,,"2, 31"
14,388,Chloephaga picta,Upland Goose,,3170.0,,2690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
14,389,Chloephaga hybrida,Kelp Goose,,2611.0,,2043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0,,,,"2, 31"
14,390,Chloephaga poliocephala,Ashy-headed Goose,,2267.0,,2200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,,,,"2, 31"
14,391,Chloephaga rubidiceps,Ruddy-headed Goose,,1750.0,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
14,392,Neochen jubata,Orinoco Goose,,,,1250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,"2, 31"
14,393,Alopochen aegyptiacus,Egyptian Goose,,2075.0,,1650.0,,,,392.0,6,375.0,7.0,,,85.5,7,80.2,10,,,49.6,7,47.9,10.0,,,123.0,6,121.0,6,,,8.5,97.0,,1,0,"2, 11, 23, 31"
14,394,Tadorna ferruginea,Ruddy Shelduck,,1360.0,,1100.0,,,,,,,,,,,,,,,,,,,,,,125.0,8,118.0,6,,,8.5,83.0,,,,"2, 11, 31"
14,395,Tadorna cana,South African Shelduck,,1758.0,,1417.0,,,,355.8,5,326.2,5.0,,,58.0,5,56.0,5,,,45.2,5,42.4,2.0,,,125.9,,124.5,,,,10.0,83.0,,2,1,"2, 23, 31"
14,396,Tadorna tadornoides,Australian Shelduck,,1559.0,,1291.0,,,,358.0,50,331.0,144.0,,,65.4,4,58.5,4,,,46.0,68,42.0,184.0,,,113.0,4,109.5,4,,,9.33,93.0,2,3,1,"2, 17, 31"
14,397,Tadorna variegata,Paradise Shelduck,,1712.0,,1387.0,,,,374.5,14,347.3,10.0,,,67.1,25,61.0,8,,,43.7,25,40.0,10.0,,,128.2,21,116.3,10,,,9.4,91.0,2,1,1,"2, 17, 31"
14,399,Tadorna tadorna,Common Shelduck,,1261.0,,1043.0,,,,334.0,,303.0,,,,,,,,,,,,,,,,108.0,27,96.9,27,,,10.58,78.0,,2,1,"2, 6, 11, 23, 31"
14,400,Tadorna radjah,Radjah Shelduck,,934.0,,839.0,,,,282.0,4,279.2,4.0,,,54.9,5,55.5,6,,,46.0,47,48.0,49.0,,,106.2,4,100.3,3,,,,59.0,2,,1,"2, 17, 31"
14,401,Tachyeres pteneres,Flightless Steamerduck,,5394.0,,4228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.5,,,,"2, 31"
14,402,Tachyeres leucocephalus,Chubut Steamerduck,,3808.0,,3013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
14,403,Tachyeres brachypterus,Falkland Steamerduck,,4200.0,,3450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,,,,"2, 31"
14,404,Tachyeres patachonicus,Flying Steamerduck,,2958.0,,2346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,,,,"2, 31"
14,405,Plectropterus gambensis,Spur-winged Goose,,6100.0,,4700.0,,5150.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,140.0,4,,,"1, 2, 31"
14,406,Cairina moschata,Muscovy Duck,,3000.0,,1250.0,,3600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,4,,,"1, 31, 35"
14,407,Cairina scutulata,White-winged Duck,,3400.0,,2600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.3,,,,"2, 31"
14,408,Pteronetta hartlaubii,Hartlaub's Duck,,976.0,4,788.0,2,,,,,,,,,,,,,,,,,,,,,,,,,107.5,,9.0,,,,,23
14,409,Sarkidiornis melanotos,Comb Duck,,1455.0,,1777.0,,,,359.0,,286.0,,,,59.8,,47.0,,,,51.0,,44.0,,,,137.7,,110.0,,,,8.5,66.0,,,,"2, 23, 31"
14,410,Nettapus pulchellus,Green Pygmy-goose,,310.0,,304.0,,,,173.8,19,172.1,15.0,,,26.9,20,26.8,21,,,24.6,20,24.8,20.0,,,66.7,20,67.6,20,,,,30.0,2,1,1,"2, 17, 31"
14,411,Nettapus coromandelianus,Cotton Pygmy-goose,,282.0,,220.0,,,,186.5,6,180.33,3.0,,,28.4,5,27.43,3,,,23.0,6,23.6,3.0,,,67.0,5,68.3,3,,,,27.0,2,,,"2, 17, 31"
14,412,Nettapus auritus,African Pygmy-goose,,285.0,2,260.0,1,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,9.0,23.0,,,,"23, 31"
14,413,Callonetta leucophrys,Ringed Teal,,423.0,,321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
14,414,Aix sponsa,Wood Duck,,680.0,,671.0,,681.0,,,,,,,,,,,,,,,,,,,,,,,,115.0,,10.95,44.0,2,,,"1, 7, 31"
14,415,Aix galericulata,Mandarin Duck,,628.0,,512.0,,,,,,,,,,,,,,,,,,,,,,101.0,13,99.3,8,,,11.5,41.0,,,,"2, 11, 31"
14,416,Chenonetta jubata,Maned Duck,,815.0,,800.0,,815.0,,277.0,16,277.0,8.0,,,51.2,16,50.4,8,,,27.9,16,27.6,8.0,,,95.7,16,98.3,8,,,,54.0,2,2,1,"1, 17, 31"
14,417,Amazonetta brasiliensis,Brazilian Teal,,430.0,,370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
14,418,Merganetta armata,Torrent Duck,,440.0,,327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
14,419,Hymenolaimus malacorhynchos,Blue Duck,,897.0,,768.0,,833.0,,233.0,4,217.0,3.0,,,49.8,4,47.0,4,,,44.0,4,40.8,6.0,,,107.0,5,97.5,15,,,6.5,,2,1,1,"1, 2, 17"
14,420,Salvadorina waigiuensis,Salvadori's Teal,,462.0,,469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
14,422,Anas specularis,Spectacled Duck,,1460.0,,1531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,"2, 31"
14,423,Anas capensis,Cape Teal,,419.0,,380.0,,,,,,,,193.8,52,,,,,37.0,52,,,,,39.6,52,,,,,64.3,52,8.09,50.0,,,,"2, 23, 31"
14,424,Anas strepera,Gadwall,,990.0,,849.0,,,,269.0,,252.0,,,,,,,,,,,,,,,,86.0,13,80.2,9,,,9.96,44.0,,1,1,"2, 6, 7, 11, 31"
14,425,Anas falcata,Falcated Duck,,713.0,,585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,"2, 31"
14,426,Anas penelope,Eurasian Wigeon,,819.0,,724.0,,,,,,,,,,,,,,,,,,,,,,106.0,19,90.7,13,,,9.0,44.0,,,,"2, 11, 31"
14,427,Anas americana,American Wigeon,,821.0,,766.0,,792.0,,263.0,,246.8,,,,,,,,,,,,,,,,116.0,6,96.3,3,,,8.48,43.0,2,2,1,"1, 6, 7, 11, 31"
14,428,Anas sibilatrix,Chiloe Wigeon,,939.0,,828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,"2, 31"
14,429,Anas sparsa,African Black Duck,,1086.0,,914.0,,,,,,,,,,43.0,22,40.0,20,,,47.0,22,44.0,20.0,,,110.0,22,93.0,20,,,,71.7,,,,"2, 23, 31"
14,430,Anas rubripes,American Black Duck,,1252.0,,1111.0,,1400.0,,285.0,,268.7,,,,,,,,,,,,,,,,,,,,,,9.33,63.0,2,2,1,"1, 6, 7, 31"
14,431,Anas fulvigula,Mottled Duck,,1030.0,,968.0,,,,259.0,,243.0,,,,,,,,,,,,,,,,,,,,,,9.4,55.5,,1,1,"2, 6, 7, 31"
14,432,Anas platyrhynchos,Mallard,,1210.0,,1113.0,,1140.0,,279.0,,265.0,,,,,,,,,,,,,,,,85.8,14,84.5,12,,,10.53,54.0,2,3,1,"1, 6, 7, 11, 31"
14,433,Anas wyvilliana,Hawaiian Duck,,644.0,,585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,2
14,434,Anas laysanensis,Laysan Duck,,463.0,,427.0,,,,,,,,,,,,,,,,,,,,,,74.5,11,75.7,17,,,3.8,,,,,"2, 7"
14,435,Anas poecilorhyncha,Spot-billed Duck,,1365.0,,1025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,"2, 31"
14,436,Anas luzonica,Philippine Duck,,906.0,,779.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
14,437,Anas superciliosa,Pacific Black Duck,,1059.0,,1013.0,,1000.0,,261.0,97,248.0,121.0,,,46.0,99,44.0,120,,,52.0,101,50.0,120.0,,,88.0,39,85.8,46,,,11.0,63.0,2,2,0,"1, 17, 31"
14,438,Anas undulata,Yellow-billed Duck,,954.0,,817.0,,,,583.0,100,535.0,100.0,,,45.0,100,43.0,100,,,52.0,100,49.0,100.0,,,100.0,100,97.0,100,,,7.8,55.0,,,,"2, 23, 31"
14,439,Anas melleri,Meller's Duck,,1010.0,,911.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,"2, 31"
14,440,Anas discors,Blue-winged Teal,,478.0,,451.0,,396.0,,182.9,,174.3,,,,,,,,,,,,,,,,65.0,33,63.9,18,,,10.1,29.0,2,3,1,"1, 6, 7, 31"
14,441,Anas cyanoptera,Cinnamon Teal,,408.0,,363.0,,,,,,,,,,,,,,,,,,,,,,71.0,6,74.0,16,,,9.13,32.0,,,,"2, 7, 31"
14,442,Anas smithii,Cape Shoveler,,688.0,,597.0,,,,238.1,32,226.4,26.0,,,41.1,32,38.0,26,,,60.6,32,56.5,26.0,,,76.4,32,69.9,26,,,9.36,,,,,"2, 23"
14,443,Anas platalea,Red Shoveler,,608.0,,523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,"2, 31"
14,444,Anas rhynchotis,Australian Shoveler,rhynchotis,667.0,76,665.0,70,667.0,,248.0,14,231.0,9.0,,,37.6,16,35.4,8,,,61.9,16,58.5,8.0,,,78.6,15,76.2,9,,,10.0,43.2,2,3,,"1, 17, 31"
14,445,Anas clypeata,Northern Shoveler,,636.0,,590.0,,618.0,,,,,,,,,,,,,,,,,,,,81.7,26,75.8,15,,,9.2,40.0,2,,,"1, 11, 31"
14,446,Anas bernieri,Bernier's Teal,,380.0,,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,"2, 31"
14,447,Anas gibberifrons,Sunda Teal,,508.0,,469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,"2, 31"
14,448,Anas gracilis,Grey Teal,,508.0,,469.0,,490.0,,208.5,10,197.1,7.0,,,36.0,10,34.4,7,,,38.2,10,35.7,7.0,,,88.2,8,81.8,6,,,8.3,,2,1,0,"1, 17"
14,449,Anas castanea,Chestnut Teal,,683.0,,593.0,,660.0,,217.6,9,203.2,4.0,,,38.1,9,36.1,4,,,40.8,9,38.3,4.0,,,91.3,6,,,,,9.5,40.0,2,1,,"1, 17, 31"
14,450,Anas aucklandica,Brown Teal,,521.0,,410.0,,,,139.0,1,120.0,2.0,,,33.0,4,31.1,3,,,38.6,4,36.5,3.0,,,90.0,,74.0,3,,,3.5,,2,1,1,"2, 17"
14,451,Anas bahamensis,White-cheeked Pintail,,503.0,,569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,"2, 31"
14,452,Anas erythrorhyncha,Red-billed Duck,,617.0,,566.0,,,,223.8,6,211.5,6.0,,,36.0,6,33.4,6,,,44.3,6,43.5,6.0,,,81.3,6,76.3,6,,,10.0,39.0,,,,"2, 23, 31"
14,453,Anas flavirostris,Speckled Teal,,429.0,,394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,"2, 31"
14,454,Anas acuta,Northern Pintail,,1025.0,,866.0,,899.72,,275.0,,260.0,,,,,,,,,,,,,,,,179.0,8,104.0,7,,,8.3,45.0,2,3,0,"1, 6, 7, 11, 31"
14,455,Anas eatoni,Eaton's Pintail,,497.0,,441.0,,,,229.4,9,213.3,3.0,,,33.5,9,33.1,3,,,36.6,9,32.1,3.0,,,103.1,9,89.3,3,,,4.11,37.0,2,1,0,"2, 17, 31"
14,456,Anas georgica,Yellow-billed Pintail,,632.0,,535.0,,590.0,,217.0,8,201.0,4.0,,,37.0,8,36.0,4,,,34.0,8,33.0,4.0,,,100.0,8,89.0,4,,,,37.0,2,,,"1, 17, 31"
14,457,Anas querquedula,Garganey,,342.0,,310.0,,,,,,,,,,,,,,,,,,,,,,66.1,28,62.6,17,,,8.5,27.0,,,,"2, 11, 31"
14,458,Anas formosa,Baikal Teal,,437.0,,431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,"2, 31"
14,459,Anas crecca,Common Teal,,322.0,,308.0,,360.0,,187.0,,180.0,,,,,,,,,,,,,,,,66.9,14,64.7,10,,,9.5,26.5,2,2,0,"1, 6, 7, 11, 31"
14,461,Anas versicolor,Silver Teal,,442.0,,373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,"2, 31"
14,462,Anas hottentota,Hottentot Teal,,,,240.0,,,,,,,,152.2,27,,,,,27.1,27,,,,,35.5,27,,,,,59.3,27,7.1,,,,,"2, 23"
14,463,Malacorhynchus membranaceus,Pink-eared Duck,,404.0,,344.0,,,,197.0,46,188.0,67.0,,,34.4,12,33.0,14,,,67.0,82,61.0,83.0,,,60.8,7,61.4,5,,,7.24,,2,1,0,"2, 17"
14,464,Marmaronetta angustirostris,Marbled Teal,,562.0,,492.0,,,,207.0,9,198.0,10.0,,,,,,,,,44.2,9,37.4,11.0,,,69.8,4,67.7,3,,,10.5,,,,,"1, 11, 23"
14,466,Netta rufina,Red-crested Pochard,,1130.0,,1100.0,,,,,,,,,,,,,,,,,,,,,,70.6,15,68.4,15,,,9.0,56.0,,,,"2, 11, 31"
14,467,Netta peposaca,Rosy-billed Pochard,,1181.0,,1004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
14,468,Netta erythrophthalma,Southern Pochard,,788.0,,766.0,,,,217.5,24,208.9,23.0,,,39.6,32,39.6,32,,,44.0,32,43.3,32.0,,,59.0,28,56.5,31,,,6.7,59.0,,,,"2, 23, 31"
14,469,Aythya ferina,Common Pochard,,849.0,,807.0,,,,,,,,,,,,,,,,,,,,,,54.2,19,53.0,23,,,8.54,66.0,,,,"2, 11, 31"
14,470,Aythya valisineria,Canvasback,,1252.0,,1156.0,,1248.0,,,,,,,,,,,,,,,,,,,,57.1,12,57.9,12,,,8.1,68.0,2,,,"1, 7, 31"
14,471,Aythya americana,Redhead,,1100.0,,990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,"2, 31"
14,472,Aythya collaris,Ring-necked Duck,,744.0,,671.0,,753.0,,206.0,,196.0,,,,,,,,,,,,,,,,,,,,,,8.84,51.0,2,1,0,"1, 6, 7, 31"
14,473,Aythya nyroca,Ferruginous Pochard,,583.0,,520.0,,,,,,,,,,,,,,,,,,,,,,54.0,31,52.7,8,,,9.0,43.0,,,,"2, 11, 31"
14,475,Aythya baeri,Baer's Pochard,,880.0,,680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,"2, 31"
14,476,Aythya australis,Hardhead,,902.0,,838.0,,,,218.9,14,215.3,12.0,,,39.9,13,38.5,12,,,44.8,14,42.2,12.0,,,,,,,,,11.0,60.0,,1,0,"2, 17, 31"
14,477,Aythya fuligula,Tufted Duck,,723.0,,680.0,,,,,,,,,,,,,,,,,,,,,,53.7,44,52.7,39,,,9.5,56.0,,,,"2, 11, 31"
14,478,Aythya novaeseelandiae,New Zealand Scaup,,677.0,,687.0,,,,187.7,23,185.2,4.0,,,35.4,23,34.4,4,,,38.7,23,37.9,4.0,,,56.2,20,57.2,4,,,7.39,63.0,2,1,0,"2, 17, 31"
14,479,Aythya marila,Greater Scaup,,1052.0,,975.0,,932.0,,227.0,,217.0,,,,,,,,,,,,,,,,56.3,45,55.7,34,,,9.5,67.0,2,1,0,"1, 6, 7, 11, 31"
14,480,Aythya affinis,Lesser Scaup,,825.0,,748.0,,640.0,,,,,,,,,,,,,,,,,,,,52.3,131,52.3,70,,,9.91,51.0,2,,,"1, 7, 31"
14,481,Somateria mollissima,Common Eider,,2218.0,,1915.0,,2096.0,,,,,,,,,,,,,,,,,,,,96.0,17,94.7,21,,,3.06,110.0,2,,,"1, 11, 31"
14,482,Somateria spectabilis,King Eider,,1668.0,,1567.0,,,,,,,,,,,,,,,,,,,,,,82.8,12,79.2,7,,,4.5,73.0,,,,"2, 11, 31"
14,483,Somateria fischeri,Spectacled Eider,,1432.0,,1304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,"2, 31"
14,484,Polysticta stelleri,Steller's Eider,,773.0,,842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,58.0,,,,"2, 31"
14,486,Histrionicus histrionicus,Harlequin Duck,,653.0,,553.0,,653.0,,205.0,,196.0,,,,,,,,,,,,,,,,93.0,12,79.0,4,,,5.7,53.0,2,,,"1, 6, 11, 31"
14,487,Clangula hyemalis,Long-tailed Duck,,661.0,,636.0,,839.0,,,,,,,,,,,,,,,,,,,,215.0,43,70.4,17,,,7.5,43.0,2,,,"1, 2, 11, 31"
14,488,Melanitta nigra,Black Scoter,,1100.0,,800.0,,950.0,,,,,,,,,,,,,,,,,,,,92.3,39,74.7,24,,,6.8,72.0,2,,,"1, 2, 11, 31"
14,489,Melanitta perspicillata,Surf Scoter,,1000.0,,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,"2, 31"
14,490,Melanitta fusca,White-winged Scoter,,1794.0,,1730.0,,2003.41,,,,,,,,,,,,,,,,,,,,81.2,26,73.4,7,,,8.43,92.0,2,,,"1, 2, 11, 31"
14,491,Bucephala clangula,Common Goldeneye,,1000.0,,800.0,,,,,,,,,,,,,,,,,,,,,,84.6,20,77.5,25,,,9.3,57.0,,,,"2, 11, 31"
14,492,Bucephala islandica,Barrow's Goldeneye,,1090.0,,730.0,,,,,,,,,,,,,,,,,,,,,,88.9,8,85.0,5,,,9.5,70.0,,,,"2, 11, 31"
14,493,Bucephala albeola,Bufflehead,,481.0,,367.0,,473.0,,,,,,,,,,,,,,,,,,,,67.5,16,74.5,16,,,,37.0,2,,,"1, 11, 31"
14,494,Mergellus albellus,Smew,,652.0,,568.0,,,,,,,,,,,,,,,,,,,,,,74.8,24,69.7,10,,,8.0,42.0,,,,"2, 11, 31"
14,495,Lophodytes cucullatus,Hooded Merganser,,680.0,,540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,"2, 31"
14,497,Mergus serrator,Red-breasted Merganser,,1135.0,,908.0,,1137.5,,,,,,,,,,,,,,,,,,,,81.2,34,76.4,14,,,9.2,72.0,2,,,"1, 2, 11, 31"
14,498,Mergus squamatus,Scaly-sided Merganser,,1232.0,,956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
14,499,Mergus merganser,Common Merganser,,1709.0,,1232.0,,1709.0,,,,,,,,,,,,,,,,,,,,105.0,24,100.0,23,,,9.4,82.0,2,,,"1, 2, 11, 31"
15,501,Turnix sylvatica,Small Buttonquail,,36.0,10,51.0,12,,,76.7,20,86.5,20.0,,,18.4,19,20.6,20,,,,,,,,,39.4,10,42.6,14,,,4.0,6.0,1,1,1,"1, 5, 10, 31"
15,502,Turnix maculosa,Red-backed Buttonquail,,33.9,13,45.2,9,,,76.0,27,82.0,13.0,,,18.6,26,20.0,12,,,10.2,26,11.2,13.0,,,,,,,,,3.6,4.6,1,1,,"18, 31"
15,504,Turnix hottentotta,Hottentot Buttonquail,,40.1,2,60.0,2,,,73.9,7,81.1,8.0,,,19.8,7,20.4,8,,,,,,,,,24.7,6,29.7,7,,,3.0,4.5,,,,"5, 31"
15,507,Turnix suscitator,Barred Buttonquail,,44.0,,58.0,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
15,509,Turnix melanogaster,Black-breasted Buttonquail,,65.3,4,100.5,4,,,108.2,6,117.7,6.0,,,24.0,5,26.1,7,,,13.7,5,15.5,7.0,,,,,,,,,3.5,7.5,1,1,1,"18, 31"
15,510,Turnix castanota,Chestnut-backed Buttonquail,,68.9,3,99.3,3,,,90.6,11,98.8,12.0,,,21.8,11,23.4,13,,,14.0,11,15.5,13.0,,,35.0,8,36.9,9,,,4.0,6.6,,,,"18, 31"
15,511,Turnix olivii,Buff-breasted Buttonquail,,,,,,,,101.0,1,112.33,3.0,,,22.8,1,25.5,3,,,15.1,1,17.9,3.0,,,41.0,1,45.0,3,,,3.0,,,,,18
15,512,Turnix varia,Painted Buttonquail,,82.0,7,111.0,11,,,101.5,38,111.7,37.0,,,21.5,38,23.1,36,,,13.0,35,14.2,33.0,,,,,,,,,3.65,8.0,1,1,,"18, 31"
15,515,Turnix pyrrhothorax,Red-chested Buttonquail,,37.1,13,56.2,17,,,78.4,17,85.3,31.0,,,18.2,17,19.5,30,,,10.6,17,11.9,30.0,,,,,,,,,4.0,4.4,1,1,1,"1, 18, 31"
15,516,Turnix velox,Little Buttonquail,,37.0,25,53.0,19,,,78.1,20,85.3,22.0,,,17.4,21,18.3,23,,,10.1,21,11.5,24.0,,,30.0,15,35.6,18,,,3.66,4.2,1,1,1,"1, 18, 31"
15,517,Ortyxelos meiffrenii,Lark Buttonquail,,17.6,2,,,,,73.0,4,77.8,4.0,,,18.0,4,19.0,4,,,,,,,,,30.3,4,34.8,4,,,2.0,2.0,,,,"5, 31"
16,518,Indicator maculatus,Spotted Honeyguide,,50.6,16,46.4,17,,,102.0,15,98.6,5.0,,,15.8,,15.5,,,,12.7,,11.3,,,,66.2,,60.8,,,,2.0,,,,,24
16,519,Indicator variegatus,Scaly-throated Honeyguide,,48.5,24,47.8,15,,,109.0,51,106.0,46.0,,,15.6,20,15.9,20,,,12.4,20,12.0,20.0,,,69.9,46,66.8,43,,,2.0,,,,,24
16,520,Indicator indicator,Greater Honeyguide,,48.9,18,46.8,14,,,111.0,80,106.0,59.0,,,16.0,44,15.7,38,,,13.6,47,12.6,40.0,,,73.6,78,68.0,57,,,4.0,,,,,24
16,522,Indicator minor,Lesser Honeyguide,,27.5,21,25.6,18,,,89.2,78,86.3,50.0,,,14.0,31,13.9,,,,10.6,28,10.0,22.0,,,56.7,70,53.1,48,,,,,,,,24
16,523,Indicator conirostris,Thick-billed Honeyguide,,29.0,2,31.6,2,,,90.6,14,86.2,17.0,,,15.1,,14.6,15,,,11.0,15,10.3,,,,57.3,13,53.3,,,,,,,,,24
16,524,Indicator willcocksi,Willcocks's Honeyguide,,20.0,2,16.0,7,,,76.2,12,69.3,18.0,,,13.3,4,12.9,,,,8.4,5,7.7,5.0,,,49.3,9,41.3,15,,,,,,,,24
16,525,Indicator exilis,Least Honeyguide,,18.8,4,17.8,3,,,73.5,12,67.6,7.0,,,12.7,8,12.3,7,,,8.8,8,8.0,7.0,,,46.8,11,42.7,7,,,,,,,,24
16,526,Indicator pumilio,Dwarf Honeyguide,,14.3,2,12.8,3,,,72.9,5,65.7,5.0,,,11.8,3,11.85,3,,,7.8,4,7.15,3.0,,,48.9,5,42.3,5,,,,,,,,24
16,527,Indicator meliphilus,Pallid Honeyguide,,16.0,5,11.8,2,,,75.1,16,73.3,12.0,,,12.8,11,12.7,7,,,7.7,11,7.4,7.0,,,47.9,16,45.9,12,,,,,,,,24
16,529,Melichneutes robustus,Lyre-tailed Honeyguide,,56.9,4,52.0,4,,,96.0,6,93.6,5.0,,,14.7,5,13.97,3,,,13.4,5,12.6,4.0,,,58.4,5,55.8,5,,,,,,,,24
16,530,Melignomon eisentrauti,Yellow-footed Honeyguide,,25.5,6,23.1,7,,,83.2,6,79.5,7.0,,,16.0,6,15.8,7,,,12.8,6,12.3,7.0,,,49.8,6,47.6,7,,,,,,,,24
16,531,Melignomon zenkeri,Zenker's Honeyguide,,,,24.5,2,,,82.6,14,75.0,11.0,,,15.9,14,14.8,11,,,11.35,,10.8,,,,53.8,12,51.0,8,,,,,,,,24
16,532,Prodotiscus insignis,Cassin's Honeyguide,,11.5,2,10.7,4,,,66.0,5,66.8,13.0,,,10.8,3,11.0,3,,,8.5,3,8.6,12.0,,,44.6,5,45.5,12,,,,,,,,24
16,533,Prodotiscus zambesiae,Green-backed Honeyguide,,9.7,4,10.7,3,,,74.2,10,72.9,12.0,,,11.1,,11.3,6,,,8.9,,8.7,,,,47.4,6,47.4,7,,,2.0,,,,,24
16,534,Prodotiscus regulus,Wahlberg's Honeyguide,,14.1,4,14.4,4,,,77.5,32,75.7,16.0,,,11.7,20,11.3,,,,11.5,10,10.2,9.0,,,50.5,29,48.5,13,,,5.5,,,,,24
17,535,Jynx torquilla,Eurasian Wryneck,,38.8,,35.9,,31.0,,89.6,45,89.0,23.0,,,19.5,18,19.2,10,,,16.1,21,15.8,12.0,,,58.5,6,56.2,5,,,7.5,2.7,2,1,1,"1, 8, 24, 31"
